,age,reviews
161,3,"-I think this movie wasn't a ""true"" creation of PIXAR, I read the reviews on here and I see everyone hating this movie and calling it the ""The first terrible PIXAR movie."" Yes it is more violent and the story is confusing(in my opinion), But this probably isn't PIXARS fault. My theory is that Disney maybe rushed PIXAR into making this movie, since the recent gross revenue of ""Toy Story 3"" was over $1 billion and became one of the most successful kids movies of the decade. Which possibly means Disney wants PIXAR to make sequels of their successful movies, because they think that will make them more money, so what ruined PIXAR you ask? It was probably money."
162,3,-HAAHAHA! Great for kids any age. Take my word for it! This movie is so funny! It is a suggestion and recommendation!
163,3,-i think that Cars 2 is an absoletly a good movie for every age to see and it is very funny so i think you should watch it with anyone
164,3,"-I was honestly dissapointed with the secod movie of the orignal cars. Cars the original was funny and a great family movie. But i was shocked at all the gun fights and killing of cars in this movie. And it wasnt as funny, enjoyable, and definetly not as kid friendly as the first.... Bottom line very dissapointing this movie should have a PG rateing!"
165,3,"-I took my 4 year old son to watch Cars 2 over the weekend. It was his first movie theater experience and we have been counting down the days for months for this movie to come out. Unfortunately, I was really disappointed by how much violence and inappropriate banter and language there was within the film. My son plugged his ears throughout various fighting scenes and was very aware that Lightning McQueen was trying to get killed in the movie. I am stunned that this movie is rated G. Honestly, if I had known there was so much violence in the film, I would have passed. Sadly, this feature is NOTHING like the first Cars. So disappointed."
166,3,"-You see, I think some parents are exaggerating about the violence although, there is a lot, my older sister and I were a little shocked when we found out some cars were actully killed!"
167,3,"-Honestly, we took our three year old to see this and it was not appropriate in the least.  In fact, my child tried to emulate the gun violence immediately when we got home......and this was a new behavior for him.  It's as if the movie explicitly taught him how to do it.....not that he wouldn't have learned it at some other point but little did I know he was learn it today!"
168,8,"-Cars 3 wasn't bad, but it definitely did not meet Pixar's high standards.  The script was weak, and there was nothing memorable, at all.  It will entertain your kids however, and there is never a dull moment.  There is zero bad language and no violence.  But Cars 3 is flat-out disappointment."
169,8,"-I loved this movie.  I think it is the of the three ""Cars"" series. I like this film the best because this isn't the average Disney & Pixar movie. This is a movie for the whole family. To prove it, my brother is two and he sat through this whole movie and he loved it. I like how now Lightning McQueen is getting older. As I was watching, I felt like the little kid again watching the first ""Cars"" movie. This fun family comedy is about new and improved race cars and they get faster than one of my all time favorite characters, Lightning McQueen. Lightning gets into a crash. This leads Lightning McQueen to get a trainer. This leads to trouble. I was surprised this film was so good  (considering how bad the second movie, ""Cars 2"" was).  The reason I think this film is OK for kids six and up is because there are some intense crashes and Lightning McQueen said "" Life's a beach"". Overall I recommend this movie to any family or any car loving kid."
170,8,"-Wow cars 3 is actually a good film. It's better than cars 2 which wasn't good in my opinion. This movie is perfect for kids 4 and up. There's no bad language or name calling.""life's is a beach and then you drive "" is said by lightning though lol! Young  Kids won't get it. "
171,8,-I think Cars 3 is an awesome. It teaches kids to believe in yourself and that males and females are equal. I recommend this movie for kids 7 and up and it's a must see for fans of the Cars franchise.
172,8,-It was a great story the new car Storm and the great old Litning McQueen
173,8,"-For the third movie of this so-far-trilogy, this was great! In my opinion, there's nothing much to be cautious about except for the devistating and dramatic crash in "
